yob,year,annwage,weeks,veteran,lott1,lott2,lott3,lott4,lott5,lott6,lott7,lott8,lott9,lott10,lott11,lott12,lott13
51,85,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,85,14000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,85,22600,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,13875,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,19000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,17000,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,25000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,85,28000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,1600,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,20000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,13000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,24000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,7740,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,4000,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,30000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,24000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,18400,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,27000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,16000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,85,12700,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,4000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,85,14475,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,85,26529,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,16000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,85,10000,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,85,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,85,24500,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,16000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,85,31000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,85,7000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,85,21000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,85,12000,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,5800,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,18000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,32000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,30000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,37000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,85,22950,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,22500,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,29000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,85,25000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,23000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,12000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,85,28000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,85,6000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,18000,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,85,25689,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,12000,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,25000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53,85,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85,84000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,18500,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,85,20000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,22000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,85,17000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,31000,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,26000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,4000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,19000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,85,39000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,28567,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,8264,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,85,2897,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,85,19000,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,23000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,85,9915,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,7000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,24000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,15000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,34000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,4187,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,18600,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,85,26827,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,85,31000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,28000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,6000,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,27000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,20800,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,27000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,11800,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,85,14000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,30000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,85,30936,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,5200,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,28000,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,800,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,15600,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,21000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,7904,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,13000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,50000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,23307,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,15000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,3000,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,85,22490,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,31000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,14000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,24054,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,15001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,22000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,85,17200,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,85,19000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,38000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,43000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,30000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,3566,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,16000,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,25800,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,15000,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,29434,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85,11000,52,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,35000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,29000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,44234,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,85,22000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,25000,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,13000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,85,20000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,15000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,22000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,14000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,60300,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,20000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,11000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,85,8700,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,4500,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,85,12000,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,85,30000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,31000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,1890,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,26000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,52000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,10000,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,85,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,85,18950,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,45000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,14000,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53,85,8000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,36000,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,85,28000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,30000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,60000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,24615,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,25000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,4271,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,19000,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,29000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,9000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,24000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,8000,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,85,18000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,12500,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,32000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,28000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,18000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,17000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,34000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,12000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,41000,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,22000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,13000,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,17000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,13881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,40000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,40000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,85,15000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,0,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,85,90000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,85,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,41000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,33000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,24000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,18270,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,21000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,85,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,15400,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,11200,43,1,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,13000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,26244,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,1000,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,31000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,32700,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,40000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,21724,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,85,16000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,18000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,14000,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,4100,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,85,16500,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,43000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,18000,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,4000,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,85,24500,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,14000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,85,70000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,38000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,35000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,28000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,85,4000,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,32000,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,45000,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,48000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,16000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,27000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,46444,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,27000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,85,19000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,46531,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,85,21000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,18000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,22900,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,33000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,85,30000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,23500,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,23000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,28700,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,85,40000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,85,45031,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,23000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,18000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,23650,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,6800,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,85,0,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
51,85,3400,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,15000,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,15126,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,19656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,14832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,3000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,18600,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,36000,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,85,40000,52,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,85,16000,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,21000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,28000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,881,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,28000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,1600,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,85,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,11000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,20000,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51,85,19500,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,31431,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,20000,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,19350,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,85,500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,2000,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,32000,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,20000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,85,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,85,10000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,12116,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,1200,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,85,25600,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,85,24000,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,85,35000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,50000,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,85,18788,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,85,46000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,2000,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,85,16000,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,15000,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,85,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,85,22000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,20000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,85,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,85,45000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,20000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,85,29000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,10140,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,85,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,5000,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85,28000,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53,85,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,15000,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
50,85,22000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,85,38000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,85,30000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,85,36000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,85,40000,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,66000,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,85,52000,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,19861,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,85,40,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,85,19000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,85,1000,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,85,22000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,13000,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,85,25000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,85,11000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,85,45000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,23210,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,21000,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,85,6000,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85,20500,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,18000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,85,17000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,85,22000,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,85,900,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50,85,18500,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,85,21021,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,85,18000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,85,13000,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,16000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,85,27000,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,3000,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,85,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52,85,9300,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,14000,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,20000,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,85,8653,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,85,14000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,12000,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,85,65000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,85,25000,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,85,12000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,85,0,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,85,5326,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,6000,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,85,32000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,2800,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,85,23000,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,11000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,85,35000,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,85,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,0,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,85,18000,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,85,28180,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,55000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,85,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,85,18500,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,85,35000,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,85,27000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,85,24000,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0
